name,tear,rate,score
Hai Yai Forces,MASTER,195승 127패 (60.56%),206점
동궈동궈동궈동궈,MASTER,45승 27패 (62.50%),206점
M1 캐리형 정글러,MASTER,141승 103패 (57.79%),206점
los,MASTER,114승 103패 (52.53%),206점
든든국밥 06,MASTER,450승 448패 (50.11%),206점
외 드,MASTER,135승 98패 (57.94%),206점
달토끼사탕,MASTER,186승 174패 (51.67%),206점
KK XD,MASTER,230승 176패 (56.65%),206점
성언임,MASTER,334승 290패 (53.53%),206점
나 이쨩,MASTER,448승 423패 (51.44%),206점
Hakuzi,MASTER,185승 154패 (54.57%),206점
Nislt,MASTER,326승 307패 (51.50%),206점
진율향,MASTER,404승 373패 (51.99%),206점
zoezoezoee,MASTER,113승 93패 (54.85%),205점
좋아마시,MASTER,330승 324패 (50.46%),205점
T1 xiku,MASTER,424승 381패 (52.67%),205점
mingnianjinri,MASTER,188승 149패 (55.79%),205점
최애의 백정,MASTER,121승 115패 (51.27%),205점
Ljlrpajkklxwfcc,MASTER,324승 321패 (50.23%),205점
한혐준,MASTER,135승 101패 (57.20%),205점
바람이 불었으면 좋겠어,MASTER,225승 209패 (51.84%),205점
감자인데요말하는,MASTER,169승 156패 (52.00%),205점
모기가앙물었쩌,MASTER,405승 392패 (50.82%),205점
은아말을잘듣자,MASTER,102승 84패 (54.84%),205점
주 헌,MASTER,210승 185패 (53.16%),205점
깜둥이와함께,MASTER,350승 320패 (52.24%),205점
미드공무원,MASTER,391승 359패 (52.13%),205점
김성오리,MASTER,224승 193패 (53.72%),205점
다시처음부터하자,MASTER,177승 164패 (51.91%),205점
실버탈출좀제발,MASTER,354승 299패 (54.21%),205점
자크 예거,MASTER,174승 158패 (52.41%),204점
열아홉마지막불꽃,MASTER,115승 96패 (54.50%),204점
허허맨,MASTER,104승 93패 (52.79%),204점
헬퍼 사건 ,MASTER,120승 105패 (53.33%),204점
T1 제네시스,MASTER,91승 52패 (63.64%),204점
킹받쥬 개모다쥬,MASTER,322승 271패 (54.30%),204점
풀캠보면짖는개,MASTER,97승 56패 (63.40%),204점
DK 에이스,MASTER,388승 383패 (50.32%),204점
dadan shi shi ba,MASTER,201승 190패 (51.41%),204점
xooooxs,MASTER,404승 397패 (50.44%),204점
페리시치사형집행,MASTER,305승 272패 (52.86%),204점
HOT5TONE,MASTER,129승 86패 (60.00%),204점
규빈아 사랑해,MASTER,454승 443패 (50.61%),204점
민경이마음훔침,MASTER,550승 489패 (52.94%),203점
핑군이,MASTER,72승 45패 (61.54%),203점
한판한판소중하게,MASTER,155승 119패 (56.57%),203점
Sety,MASTER,268승 242패 (52.55%),203점
a weak person,MASTER,244승 205패 (54.34%),203점
permabarn127831,MASTER,120승 110패 (52.17%),203점
작고 소중한 빵테,MASTER,87승 62패 (58.39%),203점
꺼내줘 도라에몽,MASTER,274승 255패 (51.80%),203점
평생그렇게사셈,MASTER,213승 200패 (51.57%),203점
jotrkxdmstntjdeo,MASTER,272승 238패 (53.33%),203점
독화살촉개구리,MASTER,122승 82패 (59.80%),203점
ENrqorl,MASTER,208승 171패 (54.88%),203점
sdwezxcxvjkccvld,MASTER,96승 57패 (62.75%),203점
aoalsmsaoaaoa,MASTER,191승 153패 (55.52%),203점
동히곤듀,MASTER,350승 317패 (52.47%),203점
우리팀정글은뭐함,MASTER,229승 186패 (55.18%),203점
너 완전 뱅이였어,MASTER,141승 115패 (55.08%),203점
Adrenalinefans,MASTER,440승 429패 (50.63%),203점
22퍼제이스민석,MASTER,43승 23패 (65.15%),203점
뿅망치든요들,MASTER,167승 141패 (54.22%),203점
inside out,MASTER,160승 133패 (54.61%),203점
말랑말랑물방울떡,MASTER,91승 55패 (62.33%),202점
Young Mz Top,MASTER,421승 404패 (51.03%),202점
cczxzas1,MASTER,123승 72패 (63.08%),202점
Lv5 주황버섯,MASTER,337승 323패 (51.06%),202점
BuriBuri Mon,MASTER,153승 123패 (55.43%),202점
금경혜지,MASTER,382승 365패 (51.14%),202점
워즈맨,MASTER,158승 147패 (51.80%),202점
야반동주,MASTER,68승 56패 (54.84%),202점
동 쭈 니 얌,MASTER,295승 291패 (50.34%),202점
MIRO99,MASTER,228승 211패 (51.94%),202점
남 팽,MASTER,77승 56패 (57.89%),202점
야미쵸,MASTER,225승 204패 (52.45%),202점
쌀땐많이싸는남자,MASTER,108승 77패 (58.38%),202점
호시노 타나,MASTER,136승 132패 (50.75%),202점
트위치 잭홍,MASTER,337승 304패 (52.57%),202점
DiviNe19,MASTER,54승 37패 (59.34%),202점
Master 07 Top ,MASTER,357승 344패 (50.93%),202점
노원하계안병현,MASTER,124승 112패 (52.54%),202점
강해린 이상해풀,MASTER,154승 129패 (54.42%),202점
갱얼쥐백바둑,MASTER,97승 44패 (68.79%),202점
서폿님유미해줘요,MASTER,222승 188패 (54.15%),202점
마광철,MASTER,369승 353패 (51.11%),202점
빨리박아연,MASTER,83승 65패 (56.08%),202점
고백해,MASTER,154승 140패 (52.38%),202점
misk ovo,MASTER,121승 80패 (60.20%),201점
생각보다간절해요,MASTER,107승 98패 (52.20%),201점
쪼로니,MASTER,106승 97패 (52.22%),201점
ZI7,MASTER,78승 44패 (63.93%),201점
카카오배그,MASTER,400승 393패 (50.44%),201점
에임서,MASTER,225승 207패 (52.08%),201점
매판주사위인사람,MASTER,117승 107패 (52.23%),201점
FalloOo,MASTER,467승 449패 (50.98%),201점
노 온,MASTER,87승 71패 (55.06%),201점
카니아,MASTER,403승 388패 (50.95%),201점
choi game vui ve,MASTER,196승 185패 (51.44%),201점
실력 게임 맞냐,MASTER,584승 581패 (50.13%),201점
우주최강삐약삐약,MASTER,324승 300패 (51.92%),201점
수바오길들이기,MASTER,123승 110패 (52.79%),201점
프영캐,MASTER,220승 191패 (53.53%),201점
긴 도약,MASTER,145승 110패 (56.86%),201점
이지은 너무예뻐,MASTER,191승 184패 (50.93%),201점
섹시가자미,MASTER,366승 347패 (51.33%),201점
ellpa,MASTER,78승 58패 (57.35%),201점
astrodelphis,MASTER,68승 51패 (57.14%),200점
LndividuaL,MASTER,126승 111패 (53.16%),200점
Oora,MASTER,389승 358패 (52.07%),200점
vvwvvvvvvvvvvvvv,MASTER,500승 492패 (50.40%),200점
Be More BMO,MASTER,98승 65패 (60.12%),200점
xi huan bai si,MASTER,194승 156패 (55.43%),200점
자살지원자,MASTER,224승 205패 (52.21%),200점
dyjkbsyb,MASTER,80승 78패 (50.63%),200점
IllllllllIlII,MASTER,93승 57패 (62.00%),200점
뻣겻털,MASTER,82승 68패 (54.67%),200점
제발 핑,MASTER,257승 218패 (54.11%),200점
Karen Sasha,MASTER,149승 128패 (53.79%),200점
황금색비둘기,MASTER,103승 80패 (56.28%),200점
민수 BRONZE ,MASTER,129승 96패 (57.33%),200점
강 현 재,MASTER,334승 318패 (51.23%),200점
JunNYeong,MASTER,114승 97패 (54.03%),200점
큐티깜찍뽀짝공주,MASTER,70승 64패 (52.24%),200점
맛나샘만가는사람,MASTER,87승 67패 (56.49%),200점
감정배제스펠체크,MASTER,182승 176패 (50.84%),200점
마그네슘,MASTER,275승 242패 (53.19%),200점
bluee,MASTER,195승 189패 (50.78%),200점
채미새,MASTER,397승 387패 (50.64%),200점
LisglotLjekw,MASTER,364승 363패 (50.07%),199점
eda5,MASTER,54승 13패 (80.60%),199점
왕자님 카이팅,MASTER,317승 274패 (53.64%),199점
Likesfishbaby,MASTER,86승 74패 (53.75%),199점
sekhan,MASTER,133승 115패 (53.63%),199점
문미즈,MASTER,150승 113패 (57.03%),199점
Alonexml,MASTER,113승 90패 (55.67%),199점
스태틱탑카르마,MASTER,243승 232패 (51.16%),199점
웅자의 로밍쇼,MASTER,260승 244패 (51.59%),199점
정신병걸린탑라인,MASTER,194승 164패 (54.19%),199점
내가 윤태성인데,MASTER,235승 209패 (52.93%),199점
라뮤디,MASTER,235승 218패 (51.88%),199점
yoshimitsu1,MASTER,72승 63패 (53.33%),199점
윤솔글루,MASTER,74승 49패 (60.16%),199점
NYN,MASTER,405승 384패 (51.33%),199점
잠깐다녀올게,MASTER,336승 280패 (54.55%),199점
79461325852,MASTER,89승 63패 (58.55%),199점
Docy,MASTER,639승 627패 (50.47%),199점
인증가능,MASTER,166승 152패 (52.20%),199점
삐 붕,MASTER,251승 206패 (54.92%),199점
KR ZOE,MASTER,105승 91패 (53.57%),199점
착한참깨 주근깨,MASTER,160승 133패 (54.61%),198점
캐리두,MASTER,175승 161패 (52.08%),198점
WYM manmade cafe,MASTER,331승 312패 (51.48%),198점
SiGok,MASTER,192승 149패 (56.30%),198점
다 방,MASTER,202승 143패 (58.55%),198점
kill My heart,MASTER,120승 86패 (58.25%),198점
나루토vs사스케싸움수준 실화냐,MASTER,66승 37패 (64.08%),198점
밉 별,MASTER,137승 125패 (52.29%),198점
딸기퇴소,MASTER,116승 97패 (54.46%),198점
매일고통주는사람,MASTER,177승 162패 (52.21%),198점
구마유시왕자,MASTER,268승 210패 (56.07%),198점
JSHBS,MASTER,276승 261패 (51.40%),198점
JD TUBE,MASTER,210승 189패 (52.63%),198점
크림새우그라탕,MASTER,519승 492패 (51.34%),198점
111roentgenium,MASTER,97승 71패 (57.74%),198점
세끼 화염발톱,MASTER,215승 198패 (52.06%),198점
폐급라인원딜접음,MASTER,142승 119패 (54.41%),198점
llilillllliil,MASTER,75승 59패 (55.97%),198점
앤 큘,MASTER,385승 344패 (52.81%),198점
Ehronos,MASTER,173승 137패 (55.81%),197점
감현준,MASTER,343승 310패 (52.53%),197점
유니 4살,MASTER,370승 344패 (51.82%),197점
엽상김,MASTER,105승 77패 (57.69%),197점
KlO,MASTER,172승 154패 (52.76%),197점
짬뽕민재,MASTER,151승 107패 (58.53%),197점
나나만나는걸,MASTER,122승 89패 (57.82%),197점
드레이븐원챔3,MASTER,75승 55패 (57.69%),197점
비주류 빌드 계정,MASTER,110승 100패 (52.38%),197점
Hospitable,MASTER,503승 476패 (51.38%),197점
PUNCH BUNNY,MASTER,136승 101패 (57.38%),197점
inSec,MASTER,198승 191패 (50.90%),197점
amazing top,MASTER,51승 28패 (64.56%),197점
psychopath,MASTER,348승 342패 (50.43%),197점
뽀메리카TV,MASTER,136승 110패 (55.28%),197점
Most IB,MASTER,538승 519패 (50.90%),197점
세상이미운똘이씨,MASTER,156승 139패 (52.88%),197점
혜지의제왕,MASTER,264승 244패 (51.97%),197점
갱섕불가,MASTER,65승 40패 (61.90%),197점
Stl Hina,MASTER,128승 95패 (57.40%),197점
팀못하면 져야지,MASTER,155승 119패 (56.57%),197점
티 신,MASTER,111승 94패 (54.15%),197점
나눈숭일이,MASTER,236승 221패 (51.64%),197점
아니비활성화,MASTER,272승 206패 (56.90%),196점
99 Quinn,MASTER,163승 163패 (50.00%),196점
이사 류 지 학,MASTER,164승 124패 (56.94%),196점
자연재해원딜,MASTER,468승 421패 (52.64%),196점
멍청하면 좀 배워,MASTER,198승 169패 (53.95%),196점
W선마쓰레쉬,MASTER,59승 34패 (63.44%),196점
hawul,MASTER,178승 159패 (52.82%),196점
Pham Hannni,MASTER,382승 371패 (50.73%),196점
진영진영,MASTER,155승 149패 (50.99%),196점
뽀 럼,MASTER,291승 283패 (50.70%),195점
nihonjin,MASTER,348승 310패 (52.89%),195점
KDF Allo,MASTER,290승 271패 (51.69%),195점
더 한 것도 해줘 ,MASTER,211승 154패 (57.81%),195점
갱늦게오면짐,MASTER,276승 263패 (51.21%),195점
맹꽁이는짱이야,MASTER,119승 88패 (57.49%),195점
쁘래리,MASTER,89승 70패 (55.97%),195점
정공글주,MASTER,248승 229패 (51.99%),195점
링 수,MASTER,738승 733패 (50.17%),195점
소희집사,MASTER,146승 116패 (55.73%),195점
김딱새,MASTER,123승 85패 (59.13%),194점
피망생강오이깻잎,MASTER,215승 205패 (51.19%),194점
DEL_1128153468310283584,MASTER,110승 94패 (53.92%),194점
전라디언 여준의,MASTER,144승 100패 (59.02%),194점
믿고 있지,MASTER,51승 36패 (58.62%),194점
퇴근후 담배한갑,MASTER,73승 20패 (78.49%),194점
고술통배달장인,MASTER,356승 320패 (52.66%),194점
차 찌,MASTER,374승 366패 (50.54%),194점
커피 우유 푸딩 ,MASTER,402승 351패 (53.39%),194점
Moksang Faker,MASTER,104승 88패 (54.17%),194점
강해린날가져라,MASTER,269승 221패 (54.90%),194점
노틸그랩무뗘옹,MASTER,68승 34패 (66.67%),194점
야발놈,MASTER,176승 145패 (54.83%),194점
리흥호,MASTER,100승 61패 (62.11%),194점
장철령,MASTER,199승 141패 (58.53%),194점
마크샨,MASTER,209승 185패 (53.05%),194점
조유리평생사랑해,MASTER,239승 218패 (52.30%),194점
발     잽 ,MASTER,98승 82패 (54.44%),194점
어딘가로멀리멀리,MASTER,112승 94패 (54.37%),194점
유욤준,MASTER,155승 115패 (57.41%),194점
Hyeonwoo,MASTER,299승 295패 (50.34%),193점
SaveGrandon,MASTER,92승 74패 (55.42%),193점
Cheer up TnT,MASTER,243승 209패 (53.76%),193점
love open,MASTER,171승 158패 (51.98%),193점
Lulu KING o v o,MASTER,86승 67패 (56.21%),193점
8917,MASTER,253승 244패 (50.91%),193점
한타파괴,MASTER,206승 164패 (55.68%),193점
까비봉,MASTER,233승 222패 (51.21%),193점
세상에 소리쳐,MASTER,195승 179패 (52.14%),193점
5인공포쓰는피들,MASTER,216승 218패 (49.77%),193점
노꼬레아,MASTER,103승 87패 (54.21%),193점
Lactea Rx,MASTER,84승 65패 (56.38%),193점
김찬호와 아이들,MASTER,201승 159패 (55.83%),193점
기 혁,MASTER,436승 433패 (50.17%),192점
이언빈,MASTER,241승 223패 (51.94%),192점
메론서리도중발각,MASTER,205승 181패 (53.11%),192점
뚱띠의반란,MASTER,307승 292패 (51.25%),192점
duibai,MASTER,58승 36패 (61.70%),192점
Han Song1,MASTER,828승 808패 (50.61%),192점
슥삭순삭,MASTER,101승 81패 (55.49%),192점
jinlei3,MASTER,330승 332패 (49.85%),192점
ICJHC,MASTER,158승 162패 (49.38%),192점
Rainbow99,MASTER,246승 231패 (51.57%),192점
찍스찍스카직스,MASTER,223승 192패 (53.73%),192점
Malcha FlatWhite,MASTER,109승 82패 (57.07%),192점
태훈쿤,MASTER,105승 80패 (56.76%),192점
내가 왜참아,MASTER,111승 76패 (59.36%),192점
성 기 준 2,MASTER,91승 72패 (55.83%),192점
피터진에르난데스,MASTER,393승 384패 (50.58%),192점
차슈덮밥,MASTER,189승 156패 (54.78%),192점
정역학과재료역학,MASTER,123승 119패 (50.83%),192점
3일1등산,MASTER,626승 617패 (50.36%),192점
승호의바텀단속,MASTER,108승 72패 (60.00%),191점
고구마유시,MASTER,772승 760패 (50.39%),191점
창폴 구마유스,MASTER,86승 49패 (63.70%),191점
절실하다,MASTER,533승 522패 (50.52%),191점
gorocy,MASTER,143승 98패 (59.34%),191점
엠동2,MASTER,449승 443패 (50.34%),191점
Erha,MASTER,149승 122패 (54.98%),191점
좀내려가라혜지야,MASTER,233승 205패 (53.20%),191점
시작 11월 9일,MASTER,401승 384패 (51.08%),191점
sera0w0,MASTER,396승 379패 (51.10%),191점
  쌀밥위에삼겹살,MASTER,95승 67패 (58.64%),191점
펭 괸,MASTER,307승 272패 (53.02%),191점
경까츄,MASTER,146승 136패 (51.77%),191점
Napoleon,MASTER,118승 107패 (52.44%),191점
Veiz,MASTER,163승 149패 (52.24%),191점
GSJ,MASTER,62승 50패 (55.36%),191점
벌 수호자 신지드,MASTER,115승 84패 (57.79%),191점
장래희망베인장인,MASTER,216승 158패 (57.75%),190점
Keepgoodmindset,MASTER,832승 824패 (50.24%),190점
참 사랑했었던,MASTER,299승 284패 (51.29%),190점
잠  찌,MASTER,292승 294패 (49.83%),190점
기즈짱짱,MASTER,167승 128패 (56.61%),190점
샤니빵,MASTER,94승 82패 (53.41%),190점
점화로 혜지굽기,MASTER,186승 145패 (56.19%),190점
Liver,MASTER,75승 52패 (59.06%),190점
02군필프로지망생,MASTER,755승 734패 (50.71%),190점
가락은 팀이 밉다,MASTER,118승 87패 (57.56%),190점
BAY헌터,MASTER,62승 46패 (57.41%),190점
쥬지킹,MASTER,137승 126패 (52.09%),190점
CJ GLS ,MASTER,150승 130패 (53.57%),190점
판다야 야옹해봐,MASTER,373승 306패 (54.93%),190점
미깡미깡,MASTER,154승 150패 (50.66%),190점
꼬양강해린,MASTER,82승 60패 (57.75%),190점
못하면조용하장,MASTER,258승 223패 (53.64%),190점
마카롱이조아,MASTER,126승 107패 (54.08%),190점
앗 장시만능,MASTER,84승 57패 (59.57%),190점
하누 Hanoo,MASTER,265승 254패 (51.06%),189점
손코입,MASTER,153승 138패 (52.58%),189점
난 휴식이 필요해,MASTER,218승 222패 (49.55%),189점
나는용포다,MASTER,530승 523패 (50.33%),189점
czczczczczczczzz,MASTER,112승 97패 (53.59%),189점
닝닝왔다,MASTER,349승 314패 (52.64%),189점
눈물겨운 고백,MASTER,156승 137패 (53.24%),189점
3636363636363636,MASTER,141승 126패 (52.81%),189점
와캇타,MASTER,277승 254패 (52.17%),189점
gaiyingleba,MASTER,240승 202패 (54.30%),189점
사과맛 와,MASTER,423승 402패 (51.27%),189점
엄지코코,MASTER,174승 148패 (54.04%),189점
쇼 탐,MASTER,112승 94패 (54.37%),189점
비가 오고 나면,MASTER,466승 457패 (50.49%),189점
쏘 주,MASTER,343승 304패 (53.01%),189점
늙고병든01,MASTER,93승 89패 (51.10%),189점
스물다섯번쩨밤,MASTER,547승 538패 (50.41%),189점
이시시와 노시시,MASTER,110승 96패 (53.40%),189점
하느라리,MASTER,88승 77패 (53.33%),189점
유니카로,MASTER,199승 159패 (55.59%),189점
니가머물던계절,MASTER,168승 137패 (55.08%),189점
롤에낙원은없다,MASTER,91승 80패 (53.22%),189점
롤로노아멋사,MASTER,543승 484패 (52.87%),189점
De미안,MASTER,165승 139패 (54.28%),189점
celop,MASTER,422승 371패 (53.22%),189점
T1 Gumayuuzi,MASTER,257승 229패 (52.88%),188점
윤무궁,MASTER,337승 283패 (54.35%),188점
JUST WAIl,MASTER,198승 183패 (51.97%),188점
추선웅zz,MASTER,621승 607패 (50.57%),188점
Colorful Seafood,MASTER,374승 334패 (52.82%),188점
vvpp,MASTER,207승 172패 (54.62%),188점
PhasedKiller,MASTER,61승 45패 (57.55%),188점
Look At That Lee,MASTER,190승 167패 (53.22%),188점
sadxvvdasz,MASTER,184승 150패 (55.09%),188점
Bjj Kim,MASTER,166승 135패 (55.15%),188점
지녘갑주,MASTER,224승 199패 (52.96%),188점
암애투신살,MASTER,225승 218패 (50.79%),188점
모든건나때문이야,MASTER,320승 309패 (50.87%),188점
흥커복,MASTER,343승 314패 (52.21%),188점
zvxbcn1,MASTER,186승 139패 (57.23%),188점
거북이패는토끼,MASTER,179승 167패 (51.73%),188점
다음속박은너야,MASTER,115승 102패 (53.00%),188점
야생초코칩,MASTER,77승 61패 (55.80%),188점
또지르또토르,MASTER,237승 227패 (51.08%),188점
블루문어빵,MASTER,313승 273패 (53.41%),188점
Jucy,MASTER,52승 28패 (65.00%),188점
소룡님,MASTER,342승 323패 (51.43%),188점
스킨 창공 파이크,MASTER,526승 488패 (51.87%),188점
Precede,MASTER,92승 75패 (55.09%),188점
Dotae,MASTER,247승 238패 (50.93%),187점
E2ve,MASTER,277승 275패 (50.18%),187점
Chinese Top,MASTER,366승 352패 (50.97%),187점
김뎡일,MASTER,110승 97패 (53.14%),187점
그랩못하는사람,MASTER,120승 111패 (51.95%),187점
mir ist egal,MASTER,313승 287패 (52.17%),187점
캐리나할까,MASTER,307승 300패 (50.58%),187점
1997 12 31,MASTER,138승 114패 (54.76%),187점
꼬우면정글하든지,MASTER,122승 93패 (56.74%),187점
smok,MASTER,53승 26패 (67.09%),187점
janu1206,MASTER,96승 72패 (57.14%),187점
qwrf134125sz,MASTER,128승 98패 (56.64%),187점
신속 날렵  경쾌 ,MASTER,476승 452패 (51.29%),187점
난 암것도 몰라요,MASTER,411승 339패 (54.80%),187점
AFDH top,MASTER,91승 72패 (55.83%),187점
방배동꽃사슴,MASTER,181승 148패 (55.02%),187점
민규송이,MASTER,135승 101패 (57.20%),187점
강길순헤어,MASTER,325승 290패 (52.85%),187점
Pretend hyb,MASTER,46승 28패 (62.16%),186점
뱅우기,MASTER,155승 154패 (50.16%),186점
CC7955012A,MASTER,283승 272패 (50.99%),186점
김성은겨드랑이털,MASTER,168승 155패 (52.01%),186점
일 블,MASTER,311승 272패 (53.34%),186점
예리한 표챵,MASTER,129승 104패 (55.36%),186점
Shadow art,MASTER,545승 542패 (50.14%),186점
Nulbee,MASTER,493승 485패 (50.41%),186점
xxcxxcxx,MASTER,61승 50패 (54.95%),186점
happy 2023,MASTER,186승 172패 (51.96%),186점
원딜 밀리오,MASTER,285승 261패 (52.20%),186점
lissyue,MASTER,51승 37패 (57.95%),186점
BalKhan 1,MASTER,114승 70패 (61.96%),186점
Zoe KR,MASTER,100승 84패 (54.35%),186점
Victorious,MASTER,159승 141패 (53.00%),186점
싸움 멈춰,MASTER,105승 101패 (50.97%),186점
장현우만하는남자,MASTER,104승 97패 (51.74%),186점
Heartful sup,MASTER,225승 216패 (51.02%),186점
씨부렐로탱부렐로,MASTER,72승 59패 (54.96%),186점
막타는 야무지게,MASTER,184승 176패 (51.11%),186점
월요병가,MASTER,394승 404패 (49.37%),186점
아혀효휴,MASTER,150승 123패 (54.95%),186점
galoni,MASTER,72승 53패 (57.60%),186점
WINTER fan,MASTER,448승 439패 (50.51%),186점
순양의료원,MASTER,143승 103패 (58.13%),186점
o봄날의햇살o,MASTER,129승 117패 (52.44%),186점
xphz,MASTER,322승 297패 (52.02%),186점
니맘속으로다이브,MASTER,105승 85패 (55.26%),186점
고현석,MASTER,181승 154패 (54.03%),185점
awe1,MASTER,237승 223패 (51.52%),185점
하쿠0089,MASTER,79승 47패 (62.70%),185점
Baby1,MASTER,173승 146패 (54.23%),185점
VnEz,MASTER,128승 88패 (59.26%),185점
hoshino ae,MASTER,418승 386패 (51.99%),185점
no1eyu,MASTER,122승 83패 (59.51%),185점
기래긔래,MASTER,305승 295패 (50.83%),185점
미안어쩔,MASTER,641승 631패 (50.39%),185점
SOK,MASTER,131승 90패 (59.28%),185점
유 령,MASTER,66승 49패 (57.39%),185점
kdyr,MASTER,335승 327패 (50.60%),185점
조이낑,MASTER,81승 67패 (54.73%),185점
렐덩이,MASTER,236승 191패 (55.27%),185점
이 돈 덕,MASTER,222승 188패 (54.15%),185점
버섯머리티모,MASTER,188승 179패 (51.23%),185점
쁘띠차롱,MASTER,150승 136패 (52.45%),185점
thanks to 연지,MASTER,387승 331패 (53.90%),185점
LilySua,MASTER,549승 538패 (50.51%),185점
왕의 탑,MASTER,357승 339패 (51.29%),184점
대재석과 개재석,MASTER,155승 126패 (55.16%),184점
상호 바라기,MASTER,204승 159패 (56.20%),184점
MiloBramble,MASTER,132승 122패 (51.97%),184점
xiaoshiliuZz,MASTER,68승 28패 (70.83%),184점
GE binjae,MASTER,546승 518패 (51.32%),184점
순 호,MASTER,71승 51패 (58.20%),184점
역천괴예,MASTER,64승 34패 (65.31%),184점
Your own shield,MASTER,160승 140패 (53.33%),184점
그럼 난 미워할래,MASTER,129승 100패 (56.33%),184점
통나무 드는사람,MASTER,111승 89패 (55.50%),184점
서포터는죽어도돼,MASTER,183승 141패 (56.48%),184점
양곰개미,MASTER,172승 161패 (51.65%),184점
원딜애 미련없다,MASTER,649승 621패 (51.10%),184점
haepi haepi,MASTER,223승 203패 (52.35%),183점
대하니,MASTER,77승 55패 (58.33%),183점
너T야 나T야 ,MASTER,69승 63패 (52.27%),183점
danxiaopahei,MASTER,99승 65패 (60.37%),183점
감우뿔마구마구,MASTER,215승 183패 (54.02%),183점
원딜빼고다해요,MASTER,459승 463패 (49.78%),183점
코지야,MASTER,72승 40패 (64.29%),183점
말자하1위,MASTER,232승 222패 (51.10%),183점
MID 라이ner ,MASTER,364승 288패 (55.83%),183점
Unknown Player04,MASTER,169승 162패 (51.06%),183점
NMTOP,MASTER,102승 71패 (58.96%),183점
내가제일잘하니까,MASTER,318승 309패 (50.72%),183점
백설공주에어리얼,MASTER,477승 434패 (52.36%),183점
35XXXV,MASTER,331승 303패 (52.21%),183점
Twitch 영지르,MASTER,842승 858패 (49.53%),183점
유미유저친추좀,MASTER,433승 398패 (52.11%),183점
귀여운 뽀삐,MASTER,161승 146패 (52.44%),183점
머            해,MASTER,245승 250패 (49.49%),183점
Kingster Yi,MASTER,306승 293패 (51.09%),183점
전라인다가능,MASTER,314승 285패 (52.42%),183점
강수한,MASTER,476승 451패 (51.35%),183점
킹갓핑크,MASTER,147승 129패 (53.26%),183점
당긴정기,MASTER,295승 268패 (52.40%),183점
해병 모기,MASTER,69승 56패 (55.20%),182점
JustLikxThatKR,MASTER,720승 706패 (50.49%),182점
Kaiz1,MASTER,61승 44패 (58.10%),182점
팜 하니 LOVE,MASTER,366승 356패 (50.69%),182점
항상 집중하자,MASTER,231승 201패 (53.47%),182점
정의징,MASTER,126승 111패 (53.16%),182점
OPEN AI TEST 07,MASTER,192승 177패 (52.03%),182점
Lenka,MASTER,56승 38패 (59.57%),182점
뽀삐나라순자공주,MASTER,230승 203패 (53.12%),182점
김수길,MASTER,433승 430패 (50.17%),182점
2pdo,MASTER,328승 299패 (52.31%),182점
아기 멍우,MASTER,202승 173패 (53.87%),182점
엉덩맨,MASTER,88승 81패 (52.07%),182점
호혈호자,MASTER,299승 279패 (51.73%),182점
비만 공주,MASTER,315승 299패 (51.30%),182점
풋살잘함,MASTER,147승 143패 (50.69%),182점
푸 잰,MASTER,205승 187패 (52.30%),182점
라인푸시해라,MASTER,370승 364패 (50.41%),182점
밤마다,MASTER,100승 72패 (58.14%),182점
만 29세 안성현,MASTER,643승 609패 (51.36%),182점
Adult Vern,MASTER,287승 265패 (51.99%),182점
travers,MASTER,98승 83패 (54.14%),182점
구상만123,MASTER,108승 82패 (56.84%),182점
미드날먹계정,MASTER,74승 63패 (54.01%),181점
손을잡는도둑,MASTER,147승 147패 (50.00%),181점
locazz7er,MASTER,59승 43패 (57.84%),181점
pIague,MASTER,140승 115패 (54.90%),181점
ajlkasdkjasd,MASTER,110승 96패 (53.40%),181점
일차식,MASTER,137승 129패 (51.50%),181점
물소지롱,MASTER,140승 119패 (54.05%),181점
이게맞나싶다나는,MASTER,247승 244패 (50.31%),181점
협곡등반가,MASTER,137승 113패 (54.80%),181점
빵 구 찌 ,MASTER,105승 82패 (56.15%),181점
벌꿀오소리민혁,MASTER,173승 158패 (52.27%),181점
강아지와 야옹이,MASTER,136승 125패 (52.11%),181점
홍바우,MASTER,361승 365패 (49.72%),181점
01년생의정부대표,MASTER,219승 190패 (53.55%),181점
홍 수,MASTER,150승 134패 (52.82%),181점
은라뎃,MASTER,187승 149패 (55.65%),181점
억제불가살인전차,MASTER,58승 41패 (58.59%),181점
lol즐겜러,MASTER,152승 140패 (52.05%),181점
Zedy,MASTER,115승 103패 (52.75%),181점
딱 두번 참는다,MASTER,114승 74패 (60.64%),181점
서폿아 미안해,MASTER,111승 90패 (55.22%),181점
Kastye,MASTER,72승 51패 (58.54%),181점
flawless love,MASTER,408승 390패 (51.13%),181점
께르륵,MASTER,150승 143패 (51.19%),180점
트위치 이렐장군3,MASTER,157승 125패 (55.67%),180점
98kpz,MASTER,296승 259패 (53.33%),180점
판다 오른,MASTER,179승 120패 (59.87%),180점
JP6RU8,MASTER,140승 104패 (57.38%),180점
생배는고아인증서,MASTER,71승 55패 (56.35%),180점
쥐종대왕,MASTER,114승 54패 (67.86%),180점
Hi5iveeeee,MASTER,137승 111패 (55.24%),180점
투 정,MASTER,273승 245패 (52.70%),180점
재국이,MASTER,159승 116패 (57.82%),180점
아서 모건,MASTER,489승 474패 (50.78%),180점
